spec_id,base_year,start_month,window_weeks,lag_years,outcome_3,n,share
y2022_m03_w04_lag1y,2022,3,4,1,Growth,6870,0.196910200922927
y2022_m03_w04_lag1y,2022,3,4,1,Stable,23846,0.6834818997391728
y2022_m03_w04_lag1y,2022,3,4,1,Decline,4173,0.1196078993379002
y2022_m03_w08_lag1y,2022,3,8,1,Growth,5202,0.15031206657420249
y2022_m03_w08_lag1y,2022,3,8,1,Stable,23807,0.6879045307443366
y2022_m03_w08_lag1y,2022,3,8,1,Decline,5599,0.16178340268146094
y2022_m03_w12_lag1y,2022,3,12,1,Growth,4960,0.14426572816381142
y2022_m03_w12_lag1y,2022,3,12,1,Stable,22236,0.6467525668246997
y2022_m03_w12_lag1y,2022,3,12,1,Decline,7185,0.2089817050114889
y2022_m03_w16_lag1y,2022,3,16,1,Growth,4971,0.14518955546468837
y2022_m03_w16_lag1y,2022,3,16,1,Stable,20713,0.6049710847596238
y2022_m03_w16_lag1y,2022,3,16,1,Decline,8554,0.24983935977568783
y2022_m03_w20_lag1y,2022,3,20,1,Growth,4259,0.12397030999854461
y2022_m03_w20_lag1y,2022,3,20,1,Stable,20672,0.6017173628292825
y2022_m03_w20_lag1y,2022,3,20,1,Decline,9424,0.2743123271721729
y2022_m04_w04_lag1y,2022,4,4,1,Growth,5626,0.16070612431444242
y2022_m04_w04_lag1y,2022,4,4,1,Stable,24333,0.6950696983546618
y2022_m04_w04_lag1y,2022,4,4,1,Decline,5049,0.1442241773308958
y2022_m04_w08_lag1y,2022,4,8,1,Growth,5506,0.15888956223126424
y2022_m04_w08_lag1y,2022,4,8,1,Stable,22502,0.6493521484431363
y2022_m04_w08_lag1y,2022,4,8,1,Decline,6645,0.19175828932559952
y2022_m04_w12_lag1y,2022,4,12,1,Growth,5238,0.15222319093286835
y2022_m04_w12_lag1y,2022,4,12,1,Stable,21309,0.6192676547515257
y2022_m04_w12_lag1y,2022,4,12,1,Decline,7863,0.22850915431560592
y2022_m04_w16_lag1y,2022,4,16,1,Growth,4475,0.13100117096018735
y2022_m04_w16_lag1y,2022,4,16,1,Stable,20749,0.6074063231850118
y2022_m04_w16_lag1y,2022,4,16,1,Decline,8936,0.2615925058548009
y2022_m04_w20_lag1y,2022,4,20,1,Growth,3562,0.10435954529473808
y2022_m04_w20_lag1y,2022,4,20,1,Stable,19670,0.5762920426579163
y2022_m04_w20_lag1y,2022,4,20,1,Decline,10900,0.3193484120473456
y2022_m05_w04_lag1y,2022,5,4,1,Growth,7670,0.21931831179229097
y2022_m05_w04_lag1y,2022,5,4,1,Stable,21515,0.6152064508749857
y2022_m05_w04_lag1y,2022,5,4,1,Decline,5787,0.16547523733272332
y2022_m05_w08_lag1y,2022,5,8,1,Growth,6145,0.1778427343501288
y2022_m05_w08_lag1y,2022,5,8,1,Stable,21648,0.626515787341186
y2022_m05_w08_lag1y,2022,5,8,1,Decline,6760,0.1956414783086852
y2022_m05_w12_lag1y,2022,5,12,1,Growth,5270,0.1538775986918944
y2022_m05_w12_lag1y,2022,5,12,1,Stable,20644,0.6027797243634665
y2022_m05_w12_lag1y,2022,5,12,1,Decline,8334,0.2433426769446391
y2022_m05_w16_lag1y,2022,5,16,1,Growth,3586,0.1058629037019543
y2022_m05_w16_lag1y,2022,5,16,1,Stable,19985,0.5899805160299935
y2022_m05_w16_lag1y,2022,5,16,1,Decline,10303,0.3041565802680522
y2022_m06_w04_lag1y,2022,6,4,1,Growth,6680,0.19184376794945435
y2022_m06_w04_lag1y,2022,6,4,1,Stable,22152,0.6361860999425617
y2022_m06_w04_lag1y,2022,6,4,1,Decline,5988,0.17197013210798393
y2022_m06_w08_lag1y,2022,6,8,1,Growth,4852,0.14147009942560573
y2022_m06_w08_lag1y,2022,6,8,1,Stable,21392,0.6237280228591422
y2022_m06_w08_lag1y,2022,6,8,1,Decline,8053,0.23480187771525207
y2022_m06_w12_lag1y,2022,6,12,1,Growth,3246,0.09572397522854616
y2022_m06_w12_lag1y,2022,6,12,1,Stable,20585,0.6070480684163964
y2022_m06_w12_lag1y,2022,6,12,1,Decline,10079,0.2972279563550575
y2022_m07_w04_lag1y,2022,7,4,1,Growth,4645,0.13467281319764576
y2022_m07_w04_lag1y,2022,7,4,1,Stable,23833,0.6909918529471456
y2022_m07_w04_lag1y,2022,7,4,1,Decline,6013,0.1743353338552086
y2022_m07_w08_lag1y,2022,7,8,1,Growth,3928,0.11562122862272982
y2022_m07_w08_lag1y,2022,7,8,1,Stable,21673,0.6379477820622259
y2022_m07_w08_lag1y,2022,7,8,1,Decline,8372,0.2464309893150443
y2022_m08_w04_lag1y,2022,8,4,1,Growth,1939,0.05711340206185567
y2022_m08_w04_lag1y,2022,8,4,1,Stable,10133,0.2984683357879234
y2022_m08_w04_lag1y,2022,8,4,1,Decline,21878,0.6444182621502209
