combo_id,start_year,start_month,window_months,target_offset,model,macro_f1_mean,macro_f1_std,recall_Decline_mean,recall_Decline_std,recall_Stable_mean,recall_Stable_std,recall_Growth_mean,recall_Growth_std,f1_Decline_mean,f1_Decline_std,f1_Stable_mean,f1_Stable_std,f1_Growth_mean,f1_Growth_std,precision_Decline_mean,precision_Decline_std,precision_Stable_mean,precision_Stable_std,precision_Growth_mean,precision_Growth_std,n_stores
sy2021_sm04_w3m_off2,2021,4,3,2,rf,0.4688287216238094,0.001964820576772995,0.4290522961354668,0.018237385558796344,0.6351600378771545,0.00870800178437662,0.42234094930134897,0.011148722896187655,0.35922663316325637,0.0075570015077916315,0.7056825354028258,0.0038222816772388885,0.341576996305346,0.005546351532552562,0.30910688997913677,0.0031597668447982162,0.7939670880837422,0.006332977293655038,0.2868245042675737,0.005136604038080826,30732
sy2021_sm05_w1m_off1,2021,5,1,1,lgb,0.4642985446621511,0.003569255210680649,0.43108108108108106,0.008417117968873268,0.5854421104054714,0.005503712550684725,0.41650383708065775,0.011848812616462938,0.37921606501385907,0.008355322386380102,0.6502741100767773,0.005154419562790776,0.36340545889581705,0.009886888096774587,0.33853008159846426,0.009034900777689389,0.7312618035543412,0.004921494636613306,0.3223298200256726,0.008822043685757612,34861
sy2021_sm05_w1m_off1,2021,5,1,1,rf,0.46603718213205053,0.006532298328550648,0.42942942942942947,0.02417603932147842,0.5871030776746459,0.012261262702695683,0.4218083491730855,0.01792873368693688,0.38063099152712504,0.015375807170093979,0.6523458983120681,0.009660980262203632,0.36513465655695854,0.01123936585943902,0.3419624954705429,0.010937642694149732,0.7339806328430026,0.006716738496225553,0.3219961570957825,0.00871862211429934,34861
sy2021_sm05_w1m_off2,2021,5,1,2,lgb,0.46485724264012634,0.0053882373032210435,0.4475590551181102,0.014168853217984972,0.5492075741408462,0.0014529507775297846,0.44410510967237815,0.00850837005924301,0.39351067941195395,0.011021897780329467,0.6182195861094824,0.0020806632658135972,0.3828414623989427,0.009716847566540524,0.35117091091516184,0.010140697259723452,0.7070901235386349,0.005299978820177937,0.33647849385879713,0.01080395463741448,30130
sy2021_sm05_w1m_off2,2021,5,1,2,rf,0.45868541586585715,0.005834486448675852,0.42220472440944884,0.008757519819464103,0.5454336015265605,0.006750823956711669,0.4543248032594742,0.013143682195610535,0.37632665135926835,0.004892964570174567,0.6178357311155306,0.0065897710995139,0.3818938651227723,0.00900115444780199,0.3395958692901998,0.007859982864222901,0.7124164973445215,0.006684040801388006,0.3295219143251418,0.009919168547369305,30130
sy2021_sm05_w2m_off1,2021,5,2,1,lgb,0.47131286787434384,0.003240621738682304,0.4503160870569193,0.014413440742903912,0.5753005277566061,0.008630331737214817,0.44955307385949544,0.01447144213146582,0.41281155906248623,0.010944586471071119,0.643825542427746,0.0059431557552050655,0.3573015021327993,0.0073227105582808405,0.3811111391977274,0.00894497237547763,0.7309471339315781,0.0031412297084143213,0.29656241345379064,0.00604366698769989,35202
sy2021_sm05_w2m_off1,2021,5,2,1,rf,0.46885422038809726,0.004920930525529262,0.45796842596834625,0.02633954395935651,0.5716109294453556,0.007235178040430824,0.4383991342692452,0.015076066617777809,0.4156785619172004,0.017084435634648953,0.6429391136338859,0.003960086061769932,0.3479449856132056,0.007498013805346901,0.3806772232852764,0.01048190705809746,0.7347070894075558,0.005172455086914042,0.28847758448617666,0.003900658437603165,35202
sy2021_sm05_w2m_off2,2021,5,2,2,lgb,0.4723707303123376,0.007120591321137989,0.46769618336715,0.008659290758442281,0.5772745766621732,0.011641714103400501,0.4324817518248175,0.011931292728669714,0.4095442007230827,0.010030961558680137,0.6454397456432958,0.005814396582780822,0.3621282445706343,0.009337508192632368,0.3644242333629311,0.013587623302367378,0.7320635057368668,0.0038404871706507805,0.31152813849947114,0.00910306809862762,30448
sy2021_sm05_w2m_off2,2021,5,2,2,rf,0.46552290053859446,0.003343080992938806,0.487709089555295,0.008340871362321485,0.5549888912117302,0.008572300772910697,0.42463503649635037,0.01818648330993328,0.4111555163976167,0.002480854543023884,0.6341976502212884,0.004146095305761668,0.3512155349968782,0.009246383522463465,0.35551525942535817,0.0066137083067089,0.7399431169296257,0.005802353498925246,0.299655833830471,0.008272072276811936,30448
sy2021_sm05_w3m_off1,2021,5,3,1,lgb,0.4802177055339952,0.004904903227043843,0.5434175641528046,0.018046166454424667,0.5843954430603635,0.010365134394471802,0.40055358006580233,0.022073990777252743,0.46319419242042803,0.009516315089687968,0.663160668903736,0.006707378533345184,0.31429825527782124,0.01100468405217493,0.40380059471538116,0.009003840581217221,0.7666428324854846,0.00810253322665851,0.2587230161900913,0.006547711808412581,35473
sy2021_sm05_w3m_off1,2021,5,3,1,rf,0.48020860339605587,0.008096631617120152,0.5399263543369863,0.013598590105581919,0.5829752229382099,0.01071312637610986,0.40746628822306913,0.010534134690466343,0.4562720703312443,0.011547533561482434,0.6646879487797648,0.007535553564775797,0.3196657910771586,0.008702688995740513,0.3951292681744868,0.011543297561549547,0.7731606853578834,0.005051090673375161,0.26310833008523193,0.00961848642402604,35473
