model,fold,macro_f1,precision_Decline,precision_Stable,precision_Growth,recall_Decline,recall_Stable,recall_Growth,f1_Decline,f1_Stable,f1_Growth,combo_id,start_year,start_month,window_months,target_offset,n_stores
lgb,0,0.4433827480296731,0.2842025699168556,0.7558832758079699,0.28836889194769444,0.3514018691588785,0.6551536578732663,0.34457236842105265,0.31424989552862514,0.7019230769230769,0.31397527163731737,sy2021_sm04_w1m_off2,2021,4,1,2,29813
lgb,1,0.42816305106769176,0.2642689601250977,0.7443146896127842,0.2755244755244755,0.3161833489242282,0.6586891487625782,0.323746918652424,0.2879045996592845,0.6988890491992498,0.297695504344541,sy2021_sm04_w1m_off2,2021,4,1,2,29813
lgb,2,0.43825588542434096,0.2741078208048595,0.7536050156739812,0.2864010989010989,0.3376987839101964,0.6537938536850694,0.34264585045193097,0.30259849119865884,0.7001601863987185,0.31200897867564537,sy2021_sm04_w1m_off2,2021,4,1,2,29813
lgb,3,0.4368687608969422,0.2729289940828402,0.7495268138801262,0.2875,0.3451824134705332,0.6461789502311667,0.3404605263157895,0.3048327137546468,0.6940265809843728,0.3117469879518072,sy2021_sm04_w1m_off2,2021,4,1,2,29813
lgb,4,0.4387102860019418,0.26978146194423513,0.7508438171218165,0.2936046511627907,0.33457943925233646,0.6656692056583242,0.33223684210526316,0.29870671672924487,0.7056957462148522,0.3117283950617284,sy2021_sm04_w1m_off2,2021,4,1,2,29813
rf,0,0.4718047187606071,0.23232323232323232,0.707972805933251,0.46962025316455697,0.4138817480719794,0.5817673946165566,0.4890158172231986,0.2975970425138632,0.6386952885419571,0.4791218252260009,sy2021_sm04_w2m_off1,2021,4,2,1,34960
rf,1,0.4673537235042399,0.226457399103139,0.7011843303978136,0.4684455739093604,0.38946015424164526,0.5863382427628238,0.4859402460456942,0.28638941398865786,0.638639192366201,0.47703256415786066,sy2021_sm04_w2m_off1,2021,4,2,1,34960
rf,2,0.479017578621,0.241506646971935,0.7166718218373028,0.47110187110187113,0.4203084832904884,0.5883697308278314,0.4978031634446397,0.3067542213883677,0.6462139171663646,0.4840845973082675,sy2021_sm04_w2m_off1,2021,4,2,1,34960
rf,3,0.49031611951478515,0.24606580829756797,0.7181063633569014,0.4980777445536096,0.442159383033419,0.5933451866903734,0.5120772946859904,0.3161764705882353,0.6497913769123783,0.5049805110437419,sy2021_sm04_w2m_off1,2021,4,2,1,34960
rf,4,0.47631878258187443,0.22943722943722944,0.7092632222561908,0.48522483940042827,0.4087403598971722,0.5892811785623572,0.4975845410628019,0.29390018484288355,0.6437291897891232,0.49132697311361667,sy2021_sm04_w2m_off1,2021,4,2,1,34960
lgb,0,0.4792757592680206,0.2413793103448276,0.7093520782396088,0.4768866060845516,0.36889460154241643,0.5893854748603352,0.5303163444639719,0.2918149466192171,0.6438280166435506,0.502184314541294,sy2021_sm04_w2m_off1,2021,4,2,1,34960
lgb,1,0.47669917351414653,0.2360097323600973,0.7058118633912522,0.47831474597273854,0.3740359897172236,0.5982732351447435,0.5087873462214412,0.28940825459970165,0.6476085761407366,0.49308068980200126,sy2021_sm04_w2m_off1,2021,4,2,1,34960
lgb,2,0.48446431097925347,0.24688279301745636,0.7123245881635143,0.4826762246117085,0.38174807197943444,0.5929405789740986,0.5325131810193322,0.29984856133266025,0.6471729490022173,0.5063714226028828,sy2021_sm04_w2m_off1,2021,4,2,1,34960
lgb,3,0.4941569625290847,0.23500410846343467,0.7246158481470323,0.5134364820846905,0.3676092544987147,0.6108712217424435,0.5537988581466843,0.28671679197994987,0.6628996692392503,0.5328544263680541,sy2021_sm04_w2m_off1,2021,4,2,1,34960
lgb,4,0.4694003226213521,0.2144026186579378,0.7072951065746023,0.48134481344813446,0.33676092544987146,0.5984251968503937,0.515590689503733,0.262,0.6483214089157953,0.49787955894826125,sy2021_sm04_w2m_off1,2021,4,2,1,34960
rf,0,0.4491501006681535,0.31022158684774837,0.7351540171483011,0.2951570680628272,0.3290371493555724,0.613082627118644,0.4597349643221203,0.31935246504782927,0.6685920577617328,0.35950577919489834,sy2021_sm04_w2m_off2,2021,4,2,2,30379
rf,1,0.4469371145826158,0.2999299229152067,0.7405338299193048,0.29292221443587946,0.3244882486732373,0.631885593220339,0.4260958205912334,0.3117261471230881,0.6819091168905401,0.34717607973421927,sy2021_sm04_w2m_off2,2021,4,2,2,30379
rf,2,0.45393526534027234,0.3067440174039159,0.738265464718682,0.30675675675675673,0.32045454545454544,0.6289724576271186,0.463265306122449,0.31344942571322715,0.6792506792506793,0.36910569105691055,sy2021_sm04_w2m_off2,2021,4,2,2,30379
rf,3,0.42964152633457103,0.2840409956076135,0.727530747398297,0.27485380116959063,0.29393939393939394,0.6109639830508474,0.4316326530612245,0.2889054355919583,0.6641715848567727,0.33584755855498216,sy2021_sm04_w2m_off2,2021,4,2,2,30379
rf,4,0.4453146012830797,0.30901960784313726,0.7286063569682152,0.2918848167539267,0.2987111448066717,0.6313559322033898,0.45510204081632655,0.3037779491133385,0.6765039727582293,0.35566188197767146,sy2021_sm04_w2m_off2,2021,4,2,2,30379
lgb,0,0.46079740021360066,0.32503192848020435,0.7387820512820513,0.3079136690647482,0.3858984078847612,0.6104343220338984,0.436289500509684,0.3528596187175043,0.6685034802784223,0.36102910164487556,sy2021_sm04_w2m_off2,2021,4,2,2,30379
lgb,1,0.45873596786945803,0.3193103448275862,0.7388379204892966,0.30678466076696165,0.3510235026535254,0.6398305084745762,0.4240570846075433,0.3344167569519682,0.6857791654839626,0.3560119811724433,sy2021_sm04_w2m_off2,2021,4,2,2,30379
lgb,2,0.45145305666794316,0.3231707317073171,0.7357274401473296,0.28688524590163933,0.3613636363636364,0.6347987288135594,0.39285714285714285,0.34120171673819744,0.6815467728177423,0.33161068044788977,sy2021_sm04_w2m_off2,2021,4,2,2,30379
lgb,3,0.4423774307479463,0.31069958847736623,0.7262535035814388,0.2828713574982232,0.3431818181818182,0.6175847457627118,0.4061224489795918,0.326133909287257,0.6675254043223129,0.33347297863426895,sy2021_sm04_w2m_off2,2021,4,2,2,30379
lgb,4,0.4586352379968077,0.3326345213137666,0.7362229102167183,0.297029702970297,0.36087945413191813,0.6297669491525424,0.42857142857142855,0.3461818181818182,0.678846702826149,0.3508771929824561,sy2021_sm04_w2m_off2,2021,4,2,2,30379
rf,0,0.49788308922705965,0.30783817951959547,0.7596946564885496,0.41524663677130047,0.46962391513982643,0.580765639589169,0.5243488108720272,0.371897670866743,0.6582881333509724,0.46346346346346345,sy2021_sm04_w3m_off1,2021,4,3,1,35431
rf,1,0.47920451264395014,0.29072031148604804,0.7398156407969075,0.3973418881759853,0.43243243243243246,0.580765639589169,0.4909399773499434,0.3476911136980986,0.650712697789983,0.439209726443769,sy2021_sm04_w3m_off1,2021,4,3,1,35431
rf,2,0.49411758401888434,0.30614805520702637,0.7456961643008154,0.41723979825768,0.47058823529411764,0.5763305322128851,0.5155807365439093,0.370961611554542,0.650164581961817,0.461226558540294,sy2021_sm04_w3m_off1,2021,4,3,1,35431
rf,3,0.49007284416751123,0.2892966360856269,0.7649625935162094,0.4119482835488186,0.4561234329797493,0.572829131652661,0.5235127478753541,0.35404191616766467,0.6550987720234918,0.46107784431137727,sy2021_sm04_w3m_off1,2021,4,3,1,35431
rf,4,0.47600788774923336,0.2906832298136646,0.7410577804952614,0.3895691609977324,0.4513018322082932,0.5659584403455522,0.48640996602491504,0.35360785795239896,0.6417791898332009,0.43263661546210025,sy2021_sm04_w3m_off1,2021,4,3,1,35431
lgb,0,0.492084349488168,0.30995323981295925,0.7491017964071857,0.4048888888888889,0.4474445515911283,0.5840336134453782,0.515855039637599,0.36621941594317287,0.6563483735571878,0.4536852589641434,sy2021_sm04_w3m_off1,2021,4,3,1,35431
lgb,1,0.4836256795283515,0.3012211668928087,0.7390029325513197,0.3982742960944596,0.42857142857142855,0.5882352941176471,0.49660249150622876,0.3537848605577689,0.655055887704705,0.4420362903225806,sy2021_sm04_w3m_off1,2021,4,3,1,35431
lgb,2,0.4889583030190747,0.29913391072618256,0.739988045427376,0.41491737382760163,0.43297974927675986,0.5779645191409897,0.5263456090651558,0.3538219070133964,0.6490170380078637,0.46403596403596403,sy2021_sm04_w3m_off1,2021,4,3,1,35431
lgb,3,0.4867393457118794,0.2911140583554377,0.7519926425505825,0.40975820379965455,0.42333654773384766,0.5725957049486461,0.5376770538243626,0.3449901768172888,0.6501457725947521,0.46508208772359716,sy2021_sm04_w3m_off1,2021,4,3,1,35431
lgb,4,0.47716983738295404,0.2973324658425504,0.7359533312864599,0.3900523560209424,0.4406943105110897,0.5596544478169507,0.5062287655719139,0.3550893550893551,0.6358090185676393,0.4406111384918679,sy2021_sm04_w3m_off1,2021,4,3,1,35431
rf,0,0.47036303811685753,0.3091988130563798,0.796681749622926,0.28945074106364427,0.44040574809805577,0.6333333333333333,0.4181360201511335,0.3633193863319386,0.7056780227120909,0.34209170530654304,sy2021_sm04_w3m_off2,2021,4,3,2,30732
rf,1,0.4677956918053953,0.3046482412060301,0.789505068574836,0.29059117402164863,0.4099746407438715,0.6348597458643012,0.4401008827238335,0.34954954954954953,0.7037873754152824,0.35005015045135407,sy2021_sm04_w3m_off2,2021,4,3,2,30732
rf,2,0.46740613812689435,0.3093112244897959,0.7867092280905398,0.2871024734982332,0.4103214890016921,0.6499640374011029,0.4098360655737705,0.3527272727272727,0.7118288039910726,0.33766233766233766,sy2021_sm04_w3m_off2,2021,4,3,2,30732
rf,3,0.46710160128962935,0.31356968215158926,0.794001817631021,0.27791563275434245,0.434010152284264,0.6283864780628147,0.42370744010088274,0.36408800567778565,0.7015524625267666,0.3356643356643357,sy2021_sm04_w3m_off2,2021,4,3,2,30732
rf,4,0.47147713878027037,0.3088064889918888,0.802937576499388,0.2890625,0.45054945054945056,0.6292565947242206,0.41992433795712486,0.3664489515297353,0.7055660123689164,0.3424164524421594,sy2021_sm04_w3m_off2,2021,4,3,2,30732
lgb,0,0.4685686718346284,0.3166345536287733,0.7841788478073947,0.2851952770208901,0.4167371090448014,0.6561151079136691,0.3954659949622166,0.35985401459854016,0.7144535840188014,0.33139841688654353,sy2021_sm04_w3m_off2,2021,4,3,2,30732
lgb,1,0.4696845835264525,0.316473000683527,0.7817551963048499,0.28852459016393445,0.39137785291631444,0.6492447854231599,0.44388398486759145,0.34996220710506426,0.7093647675180091,0.34972677595628415,sy2021_sm04_w3m_off2,2021,4,3,2,30732
lgb,2,0.47243665775591387,0.3209302325581395,0.781232334652346,0.2928377153218495,0.4086294416243655,0.6626708223447615,0.4073139974779319,0.35950874581317455,0.717083927876508,0.3407172995780591,sy2021_sm04_w3m_off2,2021,4,3,2,30732
lgb,3,0.46222277152383606,0.3102990033222591,0.7781350482315113,0.2786885245901639,0.39509306260575294,0.6382162550947015,0.4287515762925599,0.3475995534052847,0.7012644889357218,0.33780427223050175,sy2021_sm04_w3m_off2,2021,4,3,2,30732
lgb,4,0.4710300096140451,0.31102613129381773,0.795036496350365,0.2881944444444444,0.4125105663567202,0.6529976019184652,0.41866330390920553,0.3546511627906977,0.7170506912442396,0.34138817480719796,sy2021_sm04_w3m_off2,2021,4,3,2,30732
rf,0,0.47410619534970894,0.3494266747133374,0.736214605067064,0.3324834268230495,0.4346846846846847,0.6033219345383488,0.42146089204912734,0.3874205419872867,0.6631762652705061,0.3717217787913341,sy2021_sm05_w1m_off1,2021,5,1,1,34861
rf,1,0.4708632480978437,0.35663924794359575,0.7365050320219579,0.3174284279256655,0.45570570570570573,0.5898876404494382,0.4087968952134541,0.4001318391562294,0.6550929065509291,0.3573649985863726,sy2021_sm05_w1m_off1,2021,5,1,1,34861
rf,2,0.45884442497305655,0.3380520951302378,0.7293934681181959,0.31039678553490707,0.44819819819819817,0.5727894479726429,0.3997412677878396,0.3854099418979987,0.641674647694623,0.34944868532654794,sy2021_sm05_w1m_off1,2021,5,1,1,34861
rf,3,0.4605130260752843,0.3364485981308411,0.7252915899324739,0.32147937411095306,0.40540540540540543,0.5771861260381046,0.4385510996119017,0.36772216547497444,0.6428182807399347,0.3709986320109439,sy2021_sm05_w1m_off1,2021,5,1,1,34861
rf,4,0.4658590161643592,0.32924586143470264,0.7424984690753215,0.32819277108433736,0.40315315315315314,0.5923302393746946,0.44049159120310477,0.362470469119136,0.6589673913043478,0.376139188069594,sy2021_sm05_w1m_off1,2021,5,1,1,34861
lgb,0,0.4680134542522367,0.33410538506079906,0.7345754428833231,0.33367139959432046,0.43318318318318316,0.5874450415241818,0.4253393665158371,0.3772474664923178,0.6528230184581976,0.37396987780619495,sy2021_sm05_w1m_off1,2021,5,1,1,34861
lgb,1,0.46530212995166265,0.3519952352590828,0.7313523347483323,0.3112781954887218,0.4436936936936937,0.5891548607718613,0.4016817593790427,0.39256061109266027,0.6525974025974026,0.35074837616492516,sy2021_sm05_w1m_off1,2021,5,1,1,34861
lgb,2,0.45871759841618304,0.3331398723157284,0.7269372693726938,0.3164747120681021,0.43093093093093093,0.5774303859306302,0.4087968952134541,0.3757774140752864,0.6436155731010074,0.35675980807225516,sy2021_sm05_w1m_off1,2021,5,1,1,34861
lgb,3,0.466251565692942,0.343409915356711,0.7259439707673568,0.3274336283185841,0.4264264264264264,0.5823155837811431,0.4307891332470893,0.3804420629604823,0.6462455950121985,0.37206703910614525,sy2021_sm05_w1m_off1,2021,5,1,1,34861
lgb,4,0.46320797499773114,0.33,0.7375,0.32279116465863456,0.42117117117117114,0.5908646800195408,0.41591203104786545,0.37005277044854884,0.65608896121508,0.3634821933295647,sy2021_sm05_w1m_off1,2021,5,1,1,34861
rf,0,0.4634059954910123,0.3375990249847654,0.7088180112570357,0.3447674418604651,0.43622047244094486,0.5484901277584204,0.45198170731707316,0.38062521470285127,0.6184318219021117,0.39116094986807387,sy2021_sm05_w1m_off2,2021,5,1,2,30130
rf,1,0.45602105293431644,0.33043478260869563,0.7140684410646387,0.32978723404255317,0.4188976377952756,0.5452961672473867,0.4489329268292683,0.36944444444444446,0.6183733947974975,0.3802453195610071,sy2021_sm05_w1m_off2,2021,5,1,2,30130
rf,2,0.4496391606069127,0.33540759178593654,0.7027130301872373,0.3174250832408435,0.42440944881889764,0.5338171262699565,0.43630816170861936,0.3746958637469586,0.6067304519960409,0.3674911660777385,sy2021_sm05_w1m_off2,2021,5,1,2,30130
rf,3,0.46268894909540653,0.35072655217965654,0.7189517660463349,0.32570516232038316,0.41811023622047244,0.5494920174165457,0.4668192219679634,0.38146551724137934,0.6229022704837117,0.38369905956112854,sy2021_sm05_w1m_off2,2021,5,1,2,30130
rf,4,0.4616719212016376,0.343811394891945,0.7175312381673609,0.32992465016146394,0.41338582677165353,0.5500725689404935,0.467581998474447,0.3754022166607079,0.6227407163982912,0.38687283054591354,sy2021_sm05_w1m_off2,2021,5,1,2,30130
lgb,0,0.4625068066341265,0.33577087141986595,0.7024426350851222,0.3481877599524658,0.4338582677165354,0.5511033681765389,0.44664634146341464,0.37856406733081416,0.617637487796941,0.39131886477462435,sy2021_sm05_w1m_off2,2021,5,1,2,30130
lgb,1,0.4698032400228087,0.3562386980108499,0.714231785579464,0.3393480791618161,0.4653543307086614,0.5493612078977933,0.44435975609756095,0.40355069989757597,0.6210405383226654,0.38481848184818485,sy2021_sm05_w1m_off2,2021,5,1,2,30130
lgb,2,0.4566509748853176,0.3476884103863205,0.7012987012987013,0.3224885844748858,0.4322834645669291,0.548621190130624,0.4309687261632342,0.3853983853983854,0.6156351791530945,0.36891936010447274,sy2021_sm05_w1m_off2,2021,5,1,2,30130
lgb,3,0.4664252353479424,0.3626026531901453,0.7093632958801498,0.32825719120135366,0.4519685039370079,0.5497822931785196,0.4439359267734554,0.4023834560112163,0.619460343417825,0.377431906614786,sy2021_sm05_w1m_off2,2021,5,1,2,30130
lgb,4,0.46889995631043635,0.35355392156862747,0.708114199849737,0.3441108545034642,0.45433070866141734,0.5471698113207547,0.45461479786422576,0.3976567884217781,0.6173243818568855,0.3917186986526454,sy2021_sm05_w1m_off2,2021,5,1,2,30130
rf,0,0.46937565303252704,0.3834808259587021,0.7393306723979122,0.284,0.47358834244080145,0.5694017498226531,0.42660944206008583,0.42379788101059496,0.6433342238845846,0.3409948542024014,sy2021_sm05_w2m_off1,2021,5,2,1,35202
rf,1,0.4677578771492832,0.3786707882534776,0.730930930930931,0.28983050847457625,0.44626593806921677,0.5755497753606054,0.44034334763948496,0.4096989966555184,0.6440005291705252,0.3495741056218058,sy2021_sm05_w2m_off1,2021,5,2,1,35202
rf,2,0.47206174654169075,0.38930163447251115,0.7381168634574629,0.2852153667054715,0.4775212636695018,0.576631977294229,0.4202401372212693,0.42892223738062757,0.6474571770017262,0.33980582524271846,sy2021_sm05_w2m_off1,2021,5,2,1,35202
rf,3,0.4739267627429493,0.38839285714285715,0.7376129635400436,0.29366391184573004,0.4756986634264885,0.5598391674550615,0.4571183533447684,0.4276351720371382,0.63654699475595,0.3575981214357598,sy2021_sm05_w2m_off1,2021,5,2,1,35202
rf,4,0.4611490624740362,0.3635400105988341,0.7275440167114294,0.28967813540510545,0.41676792223572295,0.576631977294229,0.44768439108061747,0.38833852250212286,0.6433566433566433,0.35175202156334234,sy2021_sm05_w2m_off1,2021,5,2,1,35202
lgb,0,0.4680813689026408,0.3822784810126582,0.733046946916232,0.2872163807415606,0.4584092289010322,0.5649089619295342,0.4454935622317597,0.4168967421314191,0.6380876068376068,0.3492597577388964,sy2021_sm05_w2m_off1,2021,5,2,1,35202
lgb,1,0.4710810466318864,0.37217659137577,0.7302670623145401,0.3035403366221706,0.44019429265330906,0.581934263419248,0.44892703862660943,0.40333796940194716,0.6477168048427424,0.3621883656509695,sy2021_sm05_w2m_off1,2021,5,2,1,35202
lgb,2,0.47421704268339343,0.3861336032388664,0.7346575748591758,0.29509166173861623,0.46354799513973266,0.5860927152317881,0.427958833619211,0.42131419105466594,0.6520194711222208,0.34931746587329365,sy2021_sm05_w2m_off1,2021,5,2,1,35202
lgb,3,0.4749776759606476,0.3927272727272727,0.7264236215727629,0.2989977728285078,0.45929526123936815,0.5702459791863765,0.46054888507718694,0.42341080929711566,0.638929375910958,0.362592842673869,sy2021_sm05_w2m_off1,2021,5,2,1,35202
lgb,4,0.4682072051931511,0.3722397476340694,0.7303404639951793,0.29796591533809785,0.43013365735115433,0.5733207190160833,0.4648370497427101,0.399098083427283,0.642374453425202,0.36314907872696817,sy2021_sm05_w2m_off1,2021,5,2,1,35202
rf,0,0.4651454871479288,0.36066547831253715,0.7480832420591457,0.290167865707434,0.47832939322301027,0.5500671140939597,0.4416058394160584,0.41124661246612465,0.6339727722772277,0.35021707670043417,sy2021_sm05_w2m_off2,2021,5,2,2,30448
rf,1,0.470754746400478,0.36086701816051553,0.7372911482403128,0.3089171974522293,0.4854215918045705,0.5567785234899328,0.4425182481751825,0.41397849462365593,0.634444784337718,0.36384096024006,sy2021_sm05_w2m_off2,2021,5,2,2,30448
rf,2,0.46438053513453054,0.35913853317811406,0.7330567081604425,0.29527027027027025,0.4858267716535433,0.569280343716434,0.3987226277372263,0.41298527443105754,0.6408706166868199,0.3392857142857143,sy2021_sm05_w2m_off2,2021,5,2,2,30448
rf,3,0.461546089972948,0.3503112620260328,0.7380952380952381,0.29612903225806453,0.48778565799842394,0.5494092373791621,0.4187956204379562,0.4077733860342556,0.6299261083743842,0.3469387755102041,sy2021_sm05_w2m_off2,2021,5,2,2,30448
rf,4,0.46578764403708667,0.3465940054495913,0.7431892480929895,0.3077948034643571,0.5011820330969267,0.5494092373791621,0.4215328467153285,0.4097938144329897,0.6317739694302918,0.3557951482479784,sy2021_sm05_w2m_off2,2021,5,2,2,30448
lgb,0,0.46475028621745507,0.35990037359900373,0.7323024054982817,0.29669631512071154,0.45547675334909377,0.5720805369127516,0.4260948905109489,0.40208695652173915,0.6423511680482291,0.349812734082397,sy2021_sm05_w2m_off2,2021,5,2,2,30448
lgb,1,0.4804540043388601,0.3736939151813153,0.7349108367626886,0.3212669683257919,0.4791174152876281,0.5753020134228188,0.4534671532846715,0.4198895027624309,0.6453847312151785,0.3760877790389709,sy2021_sm05_w2m_off2,2021,5,2,2,30448
lgb,2,0.47937607576446895,0.3829787234042553,0.7258485639686684,0.3152542372881356,0.46771653543307085,0.5972073039742213,0.42427007299270075,0.4211272598369373,0.6552740129640542,0.3617269544924154,sy2021_sm05_w2m_off2,2021,5,2,2,30448
lgb,3,0.46974097707488566,0.35563592525617843,0.7317156527682843,0.31316489361702127,0.4649330181245075,0.5749194414607949,0.42974452554744524,0.4030054644808743,0.6439097744360902,0.36230769230769233,sy2021_sm05_w2m_off2,2021,5,2,2,30448
lgb,4,0.4675323081660183,0.34991222937390287,0.7355400696864112,0.31125827814569534,0.47123719464145,0.5668635875402793,0.42883211678832117,0.4016118200134318,0.6402790415529269,0.3607060629316961,sy2021_sm05_w2m_off2,2021,5,2,2,30448
rf,0,0.47938691297190106,0.4023799030409872,0.769790454016298,0.25539568345323743,0.5305055200464845,0.5869951176209498,0.40898617511520735,0.45764411027568924,0.6660790732812893,0.31443755535872453,sy2021_sm05_w3m_off1,2021,5,3,1,35473
rf,1,0.4924445922779676,0.4088607594936709,0.7778099652375434,0.27651217596229377,0.5630447414294015,0.5958721704394141,0.4055299539170507,0.4737228061598631,0.6747926614727319,0.3288183092013078,sy2021_sm05_w3m_off1,2021,5,3,1,35473
rf,2,0.4792335748852639,0.3976883561643836,0.7689625108979947,0.26024279210925644,0.5398024404416037,0.5872170439414115,0.3951612903225806,0.45797387231944786,0.665911664779162,0.3138151875571821,sy2021_sm05_w3m_off1,2021,5,3,1,35473
rf,3,0.46967919837141664,0.3813311008790289,0.7697625488428014,0.2539912917271408,0.5296511627906977,0.56822720213002,0.40369088811995385,0.44341688975419813,0.6538166964513659,0.311804008908686,sy2021_sm05_w3m_off1,2021,5,3,1,35473
rf,4,0.4802987384737301,0.38538622129436323,0.7794779477947795,0.26939970717423134,0.5366279069767442,0.5765645805592543,0.423963133640553,0.44860267314702307,0.6628396479142747,0.3294538943598926,sy2021_sm05_w3m_off1,2021,5,3,1,35473
lgb,0,0.4858263493003577,0.41354401805869073,0.767536231884058,0.26223776223776224,0.5322486926205694,0.5876608965823347,0.43202764976958524,0.4654471544715447,0.6656611362493715,0.3263707571801567,sy2021_sm05_w3m_off1,2021,5,3,1,35473
lgb,1,0.48248534305663465,0.4133047210300429,0.7725694444444444,0.2505729564553094,0.5595583962812318,0.59254327563249,0.3778801843317972,0.4754381634164404,0.6706857573474001,0.3013321084060634,sy2021_sm05_w3m_off1,2021,5,3,1,35473
lgb,2,0.4730104776740138,0.3967900133749443,0.7552861573160418,0.25363984674329504,0.5171411969785009,0.5945406125166445,0.3813364055299539,0.44904137235116043,0.6653421085309822,0.30464795213989876,sy2021_sm05_w3m_off1,2021,5,3,1,35473
lgb,3,0.47795117362235323,0.4004201680672269,0.7622999407231772,0.26044776119402985,0.5540697674418604,0.5706678500110939,0.40253748558246827,0.46487804878048783,0.6527090470752442,0.31626642501132757,sy2021_sm05_w3m_off1,2021,5,3,1,35473
lgb,4,0.48181518401661627,0.39494405304600083,0.7755223880597015,0.2667167543200601,0.5540697674418604,0.5765645805592543,0.40898617511520735,0.46116622308250665,0.6614052953156823,0.32287403365165984,sy2021_sm05_w3m_off1,2021,5,3,1,35473
rf,0,0.47141757474056417,0.38162544169611307,0.7522342064714946,0.26483516483516484,0.5170998632010944,0.6151713709677419,0.3413597733711048,0.43915190241068836,0.6768334950783308,0.29826732673267325,sy2021_sm05_w3m_off2,2021,5,3,2,30679
rf,1,0.4744340008303443,0.39607448414695523,0.7669872789326714,0.24622030237580994,0.5383036935704515,0.6229838709677419,0.32294617563739375,0.4563641635256596,0.6875260742594911,0.27941176470588236,sy2021_sm05_w3m_off2,2021,5,3,2,30679
rf,2,0.46789230718598374,0.3861768970517158,0.7597730138713745,0.24692737430167597,0.5461380724538619,0.6075119737837157,0.3130311614730878,0.4524348810872027,0.6751645888779941,0.27607745159275454,sy2021_sm05_w3m_off2,2021,5,3,2,30679
rf,3,0.4752161876051808,0.3858880778588808,0.7620528771384136,0.26558891454965355,0.542407660738714,0.6175951600705823,0.32531824611032534,0.4509525163491612,0.682261208576998,0.29243483788938335,sy2021_sm05_w3m_off2,2021,5,3,2,30679
rf,4,0.4810499297669491,0.3966183574879227,0.7708988057825267,0.2627406568516421,0.5615595075239398,0.6183513990420973,0.3286118980169972,0.46489241223103056,0.6862498251503707,0.2920075519194462,sy2021_sm05_w3m_off2,2021,5,3,2,30679
lgb,0,0.48833213854794044,0.41125541125541126,0.7551204819277109,0.27479338842975204,0.5198358413132695,0.631804435483871,0.37677053824362605,0.459214501510574,0.687980241492865,0.31780167264038234,sy2021_sm05_w3m_off2,2021,5,3,2,30679
lgb,1,0.4821082708576141,0.41217298451681794,0.7641827660226924,0.250499001996008,0.5280437756497948,0.6280241935483871,0.3555240793201133,0.46296851574212894,0.6894452898049522,0.2939110070257611,sy2021_sm05_w3m_off2,2021,5,3,2,30679
lgb,2,0.4836139055588509,0.4090194022024122,0.7634841909485431,0.25822532402791626,0.5331510594668489,0.620872195613814,0.3668555240793201,0.4629080118694362,0.6848324760183512,0.3031012287887654,sy2021_sm05_w3m_off2,2021,5,3,2,30679
lgb,3,0.47674791997795224,0.3951320559295702,0.757248611967921,0.25960539979231567,0.5218878248974008,0.6188555583564407,0.3536067892503536,0.44974948423224287,0.6810930780968234,0.2994011976047904,sy2021_sm05_w3m_off2,2021,5,3,2,30679
lgb,4,0.47863445557793943,0.40385591070522575,0.7650323774283071,0.250814332247557,0.5444596443228454,0.6254096294429039,0.3271954674220963,0.4637343431401107,0.6882108183079056,0.28395820528580207,sy2021_sm05_w3m_off2,2021,5,3,2,30679
rf,0,0.4564989699219651,0.31539424280350437,0.7020702070207021,0.3514705882352941,0.3483068417415342,0.5995388162951576,0.44231955582973476,0.3310344827586207,0.6467661691542289,0.3916962578530456,sy2021_sm06_w1m_off1,2021,6,1,1,34853
rf,1,0.4495915743712901,0.31025641025641026,0.681305980930367,0.35384615384615387,0.3344851416724257,0.6041506533435819,0.4256631708821715,0.321915530428999,0.6404128191200434,0.3864463735648278,sy2021_sm06_w1m_off1,2021,6,1,1,34853
rf,2,0.4462056868995812,0.3015970515970516,0.6926341315550166,0.3449119373776908,0.33908839779005523,0.5854470919805278,0.4351851851851852,0.31924577373211965,0.6345459594557068,0.384825327510917,sy2021_sm06_w1m_off1,2021,6,1,1,34853
rf,3,0.45374372022588577,0.31019387116948094,0.6837429671305892,0.36359077231695086,0.3427781617138908,0.5915962080450935,0.44753086419753085,0.32567301378857516,0.6343406593406593,0.4012174875484228,sy2021_sm06_w1m_off1,2021,6,1,1,34853
rf,4,0.4607679011129416,0.32663642255346725,0.6811933313834454,0.3695219123505976,0.3483068417415342,0.5968733982573039,0.4577421344848859,0.33712374581939797,0.6362518781587215,0.4089280793607054,sy2021_sm06_w1m_off1,2021,6,1,1,34853
lgb,0,0.4655375658112382,0.32471264367816094,0.6982731554160125,0.37145650048875856,0.39046302695231516,0.5698180886497566,0.4688463911165947,0.3545654220269846,0.6275395033860045,0.41450777202072536,sy2021_sm06_w1m_off1,2021,6,1,1,34853
lgb,1,0.45628862523344543,0.31032338308457713,0.6886622675464907,0.36668309512074915,0.34485141672425706,0.5882654368434538,0.458975940777298,0.32667757774140754,0.6345170650822164,0.4076712328767123,sy2021_sm06_w1m_off1,2021,6,1,1,34853
lgb,2,0.4554146900007461,0.3002257336343115,0.6958629605688429,0.3719714964370546,0.3674033149171271,0.5516269536254164,0.48333333333333334,0.33043478260869563,0.6154066028297842,0.4204026845637584,sy2021_sm06_w1m_off1,2021,6,1,1,34853
